id,ts,locator_mac,asset_tag_mac,sequence_nr,azimuth_location_mdf,azimuth_scale,elevation_location,elevation_scale,quality_sndr,rssi,distance,x_m,y_m,height
125,1717690257,2c:e3:10:00:07:9b,2c:e3:10:00:43:9a,22567,2.8828460118347814,62.75784,0.14044365,0.022674398,-81,-81,18.6,37.01032104779204,40.567075400794174,5.9
126,1717690257,2c:e3:10:00:07:9c,2c:e3:10:00:43:9a,22567,2.7046138220741036,131.25262,0.15242434,0.017316151,-73,-73,13.2,45.30086977364141,21.214784061292146,5.5
127,1717690257,2c:e3:10:00:07:b6,2c:e3:10:00:43:9a,22567,2.901992171675236,110.38879,0.6081738,0.013954256,-78,-78,10.6,49.70623098489061,16.038199322205198,5.5
128,1717690257,2c:e3:10:00:07:c3,2c:e3:10:00:43:9a,22567,2.466040386794896,86.35173,1.109056,0.0037476455,-62,-62,6.9,49.072618861285406,8.35252396322196,5.5
129,1717690257,2c:e3:10:00:07:c4,2c:e3:10:00:43:9a,22567,2.1490131043547254,223.53508,0.26871207,0.01856289,-74,-74,9.6,43.37392640248455,9.974547649721545,5.45
130,1717690257,2c:e3:10:00:07:c6,2c:e3:10:00:43:9a,22567,1.5037872018347824,71.903275,0.26502797,0.04113277,-87,-87,19.4,31.779144018797858,9.948327645626009,5.5
131,1717690257,2c:e3:10:00:07:b6,2c:e3:10:00:43:9a,22568,2.9381533716752384,102.62903,0.5274917,0.016403439,-67,-67,9.9,49.70623098489061,16.038199322205198,5.5
132,1717690257,2c:e3:10:00:07:c4,2c:e3:10:00:43:9a,22568,2.1015457043547268,241.88074,0.23779947,0.017942876,-69,-69,9.2,43.37392640248455,9.974547649721545,5.45
133,1717690258,2c:e3:10:00:05:36,2c:e3:10:00:43:9a,22570,4.6940133342749535,67.298874,0.14047413,0.019976676,-71,-71,8.2,66.32940278891483,7.583958006355402,5.5
134,1717690258,2c:e3:10:00:07:b8,2c:e3:10:00:43:9a,22570,2.3524851894743857,127.30494,0.22105716,0.020860003,-79,-79,16.3,34.590578261044676,17.53414278922931,5.55
135,1717690258,2c:e3:10:00:02:30,2c:e3:10:00:43:9a,22572,1.7425193128746708,44.045986,0.62348396,0.026219051,-83,-83,17.4,22.287494599353572,17.406213816605934,5.5
136,1717690258,2c:e3:10:00:07:b6,2c:e3:10:00:43:9a,22572,3.0079055716752383,76.14388,0.44822207,0.019713437,-80,-80,10.2,49.70623098489061,16.038199322205198,5.5
137,1717690258,2c:e3:10:00:07:c3,2c:e3:10:00:43:9a,22572,2.3661533767948955,102.09354,1.0731564,0.0032934698,-66,-66,6.4,49.072618861285406,8.35252396322196,5.5
138,1717690258,2c:e3:10:00:07:9c,2c:e3:10:00:43:9a,22572,2.8350321220741046,121.836006,0.15497646,0.013976464,-81,-81,13.4,45.30086977364141,21.214784061292146,5.5
139,1717690258,2c:e3:10:00:01:be,2c:e3:10:00:43:9a,22573,2.3048048267948955,94.39028,0.18300617,0.02246226,-86,-86,19.6,29.029652535624095,30.913801610600963,5.75
140,1717690258,2c:e3:10:00:05:28,2c:e3:10:00:43:9a,22573,2.1855976493148392,150.96838,0.1236953,0.009782277,-88,-88,25.3,1.9886249951487254,30.224912863801297,5.5
141,1717690258,2c:e3:10:00:05:2c,2c:e3:10:00:43:9a,22573,NA,NA,NA,NA,-93,-93,29.7,2.042781325492878,55.95572973809806,5.3
142,1717690258,2c:e3:10:00:05:36,2c:e3:10:00:43:9a,22573,4.7394571414545394,65.33468,0.13545981000000001,0.01445048,-75,-75,7.9,66.32940278891483,7.583958006355402,5.5
143,1717690258,2c:e3:10:00:07:69,2c:e3:10:00:43:9a,22573,4.377231334274952,20.023022,0.47783145,0.05217431,-86,-86,15.5,72.39245084617761,16.695829381558603,3.8
144,1717690258,2c:e3:10:00:07:9c,2c:e3:10:00:43:9a,22573,2.933924822074103,107.826744,0.1515706,0.01592428,-81,-81,13.4,45.30086977364141,21.214784061292146,5.5
